Accession_ID,Season,Block,Rep,DSR
93,1,2,1,5
93,1,3,1,6
93,1,1,2,7
93,1,2,2,2
93,1,3,2,8
93,2,1,3,3
93,2,2,3,2
93,2,3,3,2
93,2,1,4,5
93,2,2,4,4
93,2,3,4,3
93,2,1,5,6
93,2,2,5,5
93,2,3,5,5
94,1,1,1,7
94,1,2,1,6
94,1,3,1,6
94,1,1,2,7
94,1,2,2,7
94,1,3,2,7
94,2,1,3,2
94,2,2,3,3
94,2,3,3,2
94,2,1,4,4
94,2,2,4,5
94,2,3,4,5
94,2,1,5,NA
94,2,2,5,6
94,2,3,5,5
95,1,1,1,6
95,1,2,1,7
95,1,3,1,5
95,1,1,2,7
95,1,2,2,8
95,1,3,2,8
95,2,1,3,2
95,2,2,3,3
95,2,3,3,2
95,2,1,4,5
95,2,2,4,4
95,2,3,4,4
95,2,1,5,7
95,2,2,5,5
95,2,3,5,5
96,1,1,1,8
96,1,2,1,5
96,1,3,1,5
96,1,1,2,7
96,1,2,2,7
96,1,3,2,7
96,2,1,3,3
96,2,2,3,4
96,2,3,3,6
96,2,1,4,4
96,2,2,4,4
96,2,3,4,6
96,2,1,5,5
96,2,2,5,5
96,2,3,5,6
97,1,1,1,5
97,1,2,1,7
97,1,3,1,5
97,1,1,2,6
97,1,2,2,9
97,1,3,2,6
97,2,1,3,2
97,2,2,3,NA
97,2,3,3,2
97,2,1,4,3
97,2,2,4,NA
97,2,3,4,6
97,2,1,5,5
97,2,2,5,NA
97,2,3,5,6
98,1,1,1,4
98,1,2,1,2
98,1,3,1,6
98,1,1,2,7
98,1,2,2,7
98,1,3,2,6
98,2,1,3,2
98,2,2,3,1
98,2,3,3,1
98,2,1,4,4
98,2,2,4,2
98,2,3,4,2
98,2,1,5,6
98,2,2,5,3
98,2,3,5,3
99,1,1,1,6
99,1,2,1,7
99,1,3,1,5
99,1,1,2,7
99,1,2,2,7
99,1,3,2,7
99,2,1,3,2
99,2,2,3,2
99,2,3,3,3
99,2,1,4,3
99,2,2,4,3
99,2,3,4,4
99,2,1,5,4
99,2,2,5,4
99,2,3,5,5
100,1,1,1,4
100,1,2,1,6
100,1,3,1,6
100,1,1,2,6
100,1,2,2,7
100,1,3,2,8
100,2,1,3,1
100,2,2,3,2
100,2,3,3,2
100,2,1,4,4
100,2,2,4,3
100,2,3,4,4
100,2,1,5,6
100,2,2,5,4
100,2,3,5,5
101,1,1,1,5
101,1,2,1,6
101,1,3,1,4
101,1,1,2,5
101,1,2,2,8
101,1,3,2,6
101,2,1,3,3
101,2,2,3,1
101,2,3,3,2
101,2,1,4,5
101,2,2,4,4
101,2,3,4,4
101,2,1,5,7
101,2,2,5,6
101,2,3,5,5
102,1,1,1,5
102,1,2,1,1
102,1,3,1,5
102,1,1,2,4
102,1,2,2,1
102,1,3,2,6
102,2,1,3,2
102,2,2,3,1
102,2,3,3,1
102,2,1,4,5
102,2,2,4,4
102,2,3,4,3
102,2,1,5,7
102,2,2,5,5
102,2,3,5,4
103,1,1,1,5
103,1,2,1,6
103,1,3,1,6
103,1,1,2,6
103,1,2,2,4
103,1,3,2,7
103,2,1,3,2
103,2,2,3,3
103,2,3,3,2
103,2,1,4,5
103,2,2,4,4
103,2,3,4,4
103,2,1,5,8
103,2,2,5,4
103,2,3,5,5
104,1,1,1,5
104,1,2,1,8
104,1,3,1,5
104,1,1,2,10
104,1,2,2,10
104,1,3,2,7
104,2,1,3,1
104,2,2,3,1
104,2,3,3,2
104,2,1,4,4
104,2,2,4,6
104,2,3,4,3
104,2,1,5,6
104,2,2,5,6
104,2,3,5,4
105,1,1,1,7
105,1,2,1,8
105,1,3,1,4
105,1,1,2,9
105,1,2,2,7
105,1,3,2,6
105,2,1,3,2
105,2,2,3,1
105,2,3,3,1
105,2,1,4,5
105,2,2,4,5
105,2,3,4,3
105,2,1,5,6
105,2,2,5,7
105,2,3,5,5
106,1,1,1,6
106,1,2,1,6
106,1,3,1,6
106,1,1,2,7
106,1,2,2,7
106,1,3,2,5
106,2,1,3,4
106,2,2,3,NA
106,2,3,3,NA
106,2,1,4,6
106,2,2,4,NA
106,2,3,4,NA
106,2,1,5,7
106,2,2,5,NA
106,2,3,5,NA
107,1,1,1,6
107,1,2,1,2
107,1,3,1,3
107,1,1,2,6
107,1,2,2,5
107,1,3,2,6
107,2,1,3,3
107,2,2,3,2
107,2,3,3,2
107,2,1,4,4
107,2,2,4,4
107,2,3,4,5
107,2,1,5,7
107,2,2,5,5
107,2,3,5,5
108,1,1,1,6
108,1,2,1,6
108,1,3,1,2
108,1,1,2,3
108,1,2,2,8
108,1,3,2,6
108,2,1,3,2
108,2,2,3,3
108,2,3,3,1
108,2,1,4,4
108,2,2,4,5
108,2,3,4,4
108,2,1,5,5
108,2,2,5,7
108,2,3,5,5
109,1,1,1,5
109,1,2,1,6
109,1,3,1,3
109,1,1,2,4
109,1,2,2,9
109,1,3,2,5
109,2,1,3,4
109,2,2,3,4
109,2,3,3,3
109,2,1,4,5
109,2,2,4,5
109,2,3,4,5
109,2,1,5,6
109,2,2,5,6
109,2,3,5,3
110,1,1,1,6
110,1,2,1,7
110,1,3,1,5
110,1,1,2,4
110,1,2,2,7
110,1,3,2,7
110,2,1,3,3
110,2,2,3,1
110,2,3,3,2
110,2,1,4,4
110,2,2,4,3
110,2,3,4,4
110,2,1,5,6
110,2,2,5,4
110,2,3,5,4
111,1,1,1,6
111,1,2,1,6
111,1,3,1,3
111,1,1,2,5
111,1,2,2,8
111,1,3,2,NA
111,2,1,3,3
111,2,2,3,1
111,2,3,3,1
111,2,1,4,4
111,2,2,4,4
111,2,3,4,3
111,2,1,5,5
111,2,2,5,4
111,2,3,5,4
112,1,1,1,5
112,1,2,1,2
112,1,3,1,4
112,1,1,2,7
112,1,2,2,4
112,1,3,2,3
112,2,1,3,3
112,2,2,3,1
112,2,3,3,2
112,2,1,4,4
112,2,2,4,3
112,2,3,4,3
112,2,1,5,6
112,2,2,5,4
112,2,3,5,2
113,1,1,1,6
113,1,2,1,6
113,1,3,1,6
113,1,1,2,5
113,1,2,2,7
113,1,3,2,8
113,2,1,3,2
113,2,2,3,2
113,2,3,3,4
113,2,1,4,4
113,2,2,4,5
113,2,3,4,5
113,2,1,5,4
113,2,2,5,6
113,2,3,5,5
114,1,1,1,7
114,1,2,1,6
114,1,3,1,4
114,1,1,2,7
114,1,2,2,8
114,1,3,2,2
114,2,1,3,3
114,2,2,3,1
114,2,3,3,2
114,2,1,4,4
114,2,2,4,4
114,2,3,4,5
114,2,1,5,4
114,2,2,5,4
114,2,3,5,5
115,1,1,1,5
115,1,2,1,1
115,1,3,1,4
115,1,1,2,5
115,1,2,2,8
115,1,3,2,4
115,2,1,3,2
115,2,2,3,1
115,2,3,3,1
115,2,1,4,4
115,2,2,4,4
115,2,3,4,4
115,2,1,5,5
115,2,2,5,4
115,2,3,5,5
116,1,1,1,5
116,1,2,1,6
116,1,3,1,5
116,1,1,2,6
116,1,2,2,4
116,1,3,2,5
116,2,1,3,2
116,2,2,3,2
116,2,3,3,3
116,2,1,4,4
116,2,2,4,5
116,2,3,4,5
116,2,1,5,6
116,2,2,5,4
116,2,3,5,6
117,1,1,1,6
117,1,2,1,5
117,1,3,1,3
117,1,1,2,7
117,1,2,2,7
117,1,3,2,4
117,2,1,3,4
117,2,2,3,2
117,2,3,3,2
117,2,1,4,5
117,2,2,4,4
117,2,3,4,3
117,2,1,5,5
117,2,2,5,6
117,2,3,5,3
118,1,1,1,6
118,1,2,1,2
118,1,3,1,8
118,1,1,2,7
118,1,2,2,9
118,1,3,2,10
118,2,1,3,1
118,2,2,3,1
118,2,3,3,2
118,2,1,4,4
118,2,2,4,4
118,2,3,4,4
118,2,1,5,6
118,2,2,5,7
118,2,3,5,6
119,1,1,1,6
119,1,2,1,4
119,1,3,1,6
119,1,1,2,7
119,1,2,2,4
119,1,3,2,8
119,2,1,3,2
119,2,2,3,NA
119,2,3,3,NA
119,2,1,4,4
119,2,2,4,NA
119,2,3,4,NA
119,2,1,5,4
119,2,2,5,NA
119,2,3,5,NA
120,1,1,1,6
120,1,2,1,7
120,1,3,1,6
120,1,1,2,4
120,1,2,2,8
120,1,3,2,6
120,2,1,3,2
120,2,2,3,2
120,2,3,3,2
120,2,1,4,4
120,2,2,4,4
120,2,3,4,4
120,2,1,5,6
120,2,2,5,4
120,2,3,5,4
121,1,1,1,5
121,1,2,1,5
121,1,3,1,3
121,1,1,2,5
121,1,2,2,5
121,1,3,2,5
121,2,1,3,2
121,2,2,3,2
121,2,3,3,1
121,2,1,4,4
121,2,2,4,4
121,2,3,4,3
121,2,1,5,7
121,2,2,5,5
121,2,3,5,4
122,1,1,1,6
122,1,2,1,7
122,1,3,1,5
122,1,1,2,4
122,1,2,2,7
122,1,3,2,7
122,2,1,3,2
122,2,2,3,2
122,2,3,3,2
122,2,1,4,4
122,2,2,4,3
122,2,3,4,4
122,2,1,5,5
122,2,2,5,2
122,2,3,5,4
123,1,1,1,4
123,1,2,1,7
123,1,3,1,5
123,1,1,2,1
123,1,2,2,8
123,1,3,2,4
123,2,1,3,NA
123,2,2,3,3
123,2,3,3,1
123,2,1,4,NA
123,2,2,4,3
123,2,3,4,4
123,2,1,5,6
123,2,2,5,3
123,2,3,5,4
124,1,1,1,6
124,1,2,1,2
124,1,3,1,4
124,1,1,2,6
124,1,2,2,3
124,1,3,2,5
124,2,1,3,2
124,2,2,3,2
124,2,3,3,3
124,2,1,4,5
124,2,2,4,4
124,2,3,4,3
124,2,1,5,5
124,2,2,5,5
124,2,3,5,3
125,1,1,1,NA
125,1,2,1,NA
125,1,3,1,NA
125,1,1,2,NA
125,1,2,2,NA
125,1,3,2,NA
125,2,1,3,1
125,2,2,3,NA
125,2,3,3,10
125,2,1,4,NA
125,2,2,4,NA
125,2,3,4,NA
125,2,1,5,NA
125,2,2,5,NA
125,2,3,5,NA
126,1,1,1,7
126,1,2,1,7
126,1,3,1,3
126,1,1,2,6
126,1,2,2,6
126,1,3,2,5
126,2,1,3,NA
126,2,2,3,NA
126,2,3,3,NA
126,2,1,4,NA
126,2,2,4,NA
126,2,3,4,NA
126,2,1,5,NA
126,2,2,5,NA
126,2,3,5,NA
127,1,1,1,2
127,1,2,1,3
127,1,3,1,4
127,1,1,2,2
127,1,2,2,2
127,1,3,2,2
127,2,1,3,2
127,2,2,3,1
127,2,3,3,3
127,2,1,4,4
127,2,2,4,4
127,2,3,4,4
127,2,1,5,6
127,2,2,5,3
127,2,3,5,5
128,1,1,1,5
128,1,2,1,6
128,1,3,1,3
128,1,1,2,7
128,1,2,2,5
128,1,3,2,6
128,2,1,3,2
128,2,2,3,3
128,2,3,3,1
128,2,1,4,4
128,2,2,4,4
128,2,3,4,3
128,2,1,5,6
128,2,2,5,6
128,2,3,5,4
129,1,1,1,4
129,1,2,1,4
129,1,3,1,4
129,1,1,2,7
129,1,2,2,3
129,1,3,2,3
129,2,1,3,2
129,2,2,3,1
129,2,3,3,2
129,2,1,4,4
129,2,2,4,4
129,2,3,4,3
129,2,1,5,5
129,2,2,5,5
129,2,3,5,2
130,1,1,1,5
130,1,2,1,7
130,1,3,1,1
130,1,1,2,4
130,1,2,2,8
130,1,3,2,4
130,2,1,3,3
130,2,2,3,3
130,2,3,3,2
130,2,1,4,5
130,2,2,4,5
130,2,3,4,4
130,2,1,5,8
130,2,2,5,6
130,2,3,5,5
131,1,1,1,3
131,1,2,1,6
131,1,3,1,5
131,1,1,2,6
131,1,2,2,5
131,1,3,2,6
131,2,1,3,2
131,2,2,3,2
131,2,3,3,2
131,2,1,4,4
131,2,2,4,4
131,2,3,4,4
131,2,1,5,5
131,2,2,5,6
131,2,3,5,6
132,1,1,1,4
132,1,2,1,5
132,1,3,1,4
132,1,1,2,2
132,1,2,2,4
132,1,3,2,7
132,2,1,3,3
132,2,2,3,1
132,2,3,3,1
132,2,1,4,5
132,2,2,4,3
132,2,3,4,3
132,2,1,5,6
132,2,2,5,4
132,2,3,5,4
133,1,1,1,7
133,1,2,1,6
133,1,3,1,3
133,1,1,2,5
133,1,2,2,4
133,1,3,2,3
133,2,1,3,2
133,2,2,3,2
133,2,3,3,1
133,2,1,4,4
133,2,2,4,3
133,2,3,4,3
133,2,1,5,5
133,2,2,5,5
133,2,3,5,5
134,1,1,1,2
134,1,2,1,5
134,1,3,1,4
134,1,1,2,3
134,1,2,2,4
134,1,3,2,5
134,2,1,3,4
134,2,2,3,2
134,2,3,3,3
134,2,1,4,5
134,2,2,4,5
134,2,3,4,5
134,2,1,5,6
134,2,2,5,5
134,2,3,5,6
135,1,1,1,6
135,1,2,1,5
135,1,3,1,6
135,1,1,2,7
135,1,2,2,4
135,1,3,2,7
135,2,1,3,2
135,2,2,3,2
135,2,3,3,2
135,2,1,4,5
135,2,2,4,4
135,2,3,4,4
135,2,1,5,7
135,2,2,5,5
135,2,3,5,5
136,1,1,1,4
136,1,2,1,6
136,1,3,1,3
136,1,1,2,6
136,1,2,2,7
136,1,3,2,7
136,2,1,3,3
136,2,2,3,3
136,2,3,3,2
136,2,1,4,4
136,2,2,4,5
136,2,3,4,5
136,2,1,5,6
136,2,2,5,5
136,2,3,5,6
137,1,1,1,5
137,1,2,1,3
137,1,3,1,3
137,1,1,2,5
137,1,2,2,6
137,1,3,2,5
137,2,1,3,1
137,2,2,3,2
137,2,3,3,1
137,2,1,4,3
137,2,2,4,5
137,2,3,4,3
137,2,1,5,4
137,2,2,5,6
137,2,3,5,4
138,1,1,1,6
138,1,2,1,5
138,1,3,1,5
138,1,1,2,7
138,1,2,2,7
138,1,3,2,5
138,2,1,3,3
138,2,2,3,3
138,2,3,3,3
138,2,1,4,5
138,2,2,4,4
138,2,3,4,4
138,2,1,5,5
138,2,2,5,4
138,2,3,5,5
139,1,1,1,4
139,1,2,1,6
139,1,3,1,4
139,1,1,2,4
139,1,2,2,3
139,1,3,2,4
139,2,1,3,4
139,2,2,3,2
139,2,3,3,2
139,2,1,4,5
139,2,2,4,4
139,2,3,4,4
139,2,1,5,6
139,2,2,5,5
139,2,3,5,4
140,1,1,1,7
140,1,2,1,7
140,1,3,1,6
140,1,1,2,8
140,1,2,2,8
140,1,3,2,7
140,2,1,3,2
140,2,2,3,2
140,2,3,3,2
140,2,1,4,6
140,2,2,4,5
140,2,3,4,4
140,2,1,5,8
140,2,2,5,7
140,2,3,5,5
141,1,1,1,7
141,1,2,1,6
141,1,3,1,2
141,1,1,2,8
141,1,2,2,8
141,1,3,2,3
141,2,1,3,2
141,2,2,3,3
141,2,3,3,3
141,2,1,4,3
141,2,2,4,4
141,2,3,4,4
141,2,1,5,4
141,2,2,5,5
141,2,3,5,4
142,1,1,1,6
142,1,2,1,8
142,1,3,1,5
142,1,1,2,7
142,1,2,2,8
142,1,3,2,6
142,2,1,3,9
142,2,2,3,2
142,2,3,3,2
142,2,1,4,9
142,2,2,4,4
142,2,3,4,3
142,2,1,5,10
142,2,2,5,6
142,2,3,5,4
143,1,1,1,7
143,1,2,1,4
143,1,3,1,3
143,1,1,2,7
143,1,2,2,6
143,1,3,2,5
143,2,1,3,2
143,2,2,3,1
143,2,3,3,1
143,2,1,4,4
143,2,2,4,2
143,2,3,4,3
143,2,1,5,4
143,2,2,5,3
143,2,3,5,4
144,1,1,1,7
144,1,2,1,6
144,1,3,1,3
144,1,1,2,8
144,1,2,2,5
144,1,3,2,6
144,2,1,3,3
144,2,2,3,2
144,2,3,3,2
144,2,1,4,5
144,2,2,4,4
144,2,3,4,3
144,2,1,5,5
144,2,2,5,3
144,2,3,5,5
145,1,1,1,7
145,1,2,1,4
145,1,3,1,6
145,1,1,2,8
145,1,2,2,7
145,1,3,2,10
145,2,1,3,2
145,2,2,3,3
145,2,3,3,3
145,2,1,4,5
145,2,2,4,6
145,2,3,4,4
145,2,1,5,6
145,2,2,5,7
145,2,3,5,5
146,1,1,1,7
146,1,2,1,6
146,1,3,1,4
146,1,1,2,7
146,1,2,2,3
146,1,3,2,4
146,2,1,3,1
146,2,2,3,2
146,2,3,3,1
146,2,1,4,4
146,2,2,4,5
146,2,3,4,2
146,2,1,5,5
146,2,2,5,7
146,2,3,5,1
147,1,1,1,6
147,1,2,1,NA
147,1,3,1,6
147,1,1,2,8
147,1,2,2,NA
147,1,3,2,8
147,2,1,3,1
147,2,2,3,1
147,2,3,3,2
147,2,1,4,4
147,2,2,4,4
147,2,3,4,4
147,2,1,5,6
147,2,2,5,4
147,2,3,5,4
148,1,1,1,6
148,1,2,1,1
148,1,3,1,4
148,1,1,2,8
148,1,2,2,3
148,1,3,2,5
148,2,1,3,1
148,2,2,3,NA
148,2,3,3,NA
148,2,1,4,4
148,2,2,4,NA
148,2,3,4,NA
148,2,1,5,5
148,2,2,5,NA
148,2,3,5,NA
149,1,1,1,5
149,1,2,1,6
149,1,3,1,5
149,1,1,2,5
149,1,2,2,7
149,1,3,2,5
149,2,1,3,3
149,2,2,3,2
149,2,3,3,3
149,2,1,4,4
149,2,2,4,4
149,2,3,4,4
149,2,1,5,5
149,2,2,5,4
149,2,3,5,3
150,1,1,1,5
150,1,2,1,5
150,1,3,1,5
150,1,1,2,6
150,1,2,2,7
150,1,3,2,5
150,2,1,3,1
150,2,2,3,2
150,2,3,3,1
150,2,1,4,3
150,2,2,4,3
150,2,3,4,1
150,2,1,5,4
150,2,2,5,4
150,2,3,5,4
151,1,1,1,5
151,1,2,1,3
151,1,3,1,4
151,1,1,2,5
151,1,2,2,2
151,1,3,2,4
151,2,1,3,1
151,2,2,3,2
151,2,3,3,1
151,2,1,4,4
151,2,2,4,3
151,2,3,4,4
151,2,1,5,5
151,2,2,5,6
151,2,3,5,4
152,1,1,1,6
152,1,2,1,2
152,1,3,1,3
152,1,1,2,7
152,1,2,2,5
152,1,3,2,4
152,2,1,3,2
152,2,2,3,1
152,2,3,3,2
152,2,1,4,5
152,2,2,4,3
152,2,3,4,4
152,2,1,5,7
152,2,2,5,4
152,2,3,5,4
153,1,1,1,7
153,1,2,1,5
153,1,3,1,3
153,1,1,2,7
153,1,2,2,5
153,1,3,2,3
153,2,1,3,2
153,2,2,3,1
153,2,3,3,2
153,2,1,4,4
153,2,2,4,3
153,2,3,4,4
153,2,1,5,6
153,2,2,5,5
153,2,3,5,3
154,1,1,1,7
154,1,2,1,5
154,1,3,1,6
154,1,1,2,8
154,1,2,2,6
154,1,3,2,7
154,2,1,3,1
154,2,2,3,2
154,2,3,3,3
154,2,1,4,4
154,2,2,4,3
154,2,3,4,5
154,2,1,5,5
154,2,2,5,2
154,2,3,5,5
155,1,1,1,7
155,1,2,1,7
155,1,3,1,4
155,1,1,2,8
155,1,2,2,7
155,1,3,2,4
155,2,1,3,2
155,2,2,3,3
155,2,3,3,2
155,2,1,4,4
155,2,2,4,4
155,2,3,4,2
155,2,1,5,5
155,2,2,5,5
155,2,3,5,2
156,1,1,1,8
156,1,2,1,8
156,1,3,1,8
156,1,1,2,10
156,1,2,2,10
156,1,3,2,10
156,2,1,3,2
156,2,2,3,3
156,2,3,3,2
156,2,1,4,5
156,2,2,4,7
156,2,3,4,4
156,2,1,5,8
156,2,2,5,9
156,2,3,5,6
157,1,1,1,9
157,1,2,1,6
157,1,3,1,6
157,1,1,2,10
157,1,2,2,9
157,1,3,2,9
157,2,1,3,4
157,2,2,3,3
157,2,3,3,2
157,2,1,4,5
157,2,2,4,5
157,2,3,4,4
157,2,1,5,9
157,2,2,5,8
157,2,3,5,6
158,1,1,1,9
158,1,2,1,10
158,1,3,1,10
158,1,1,2,10
158,1,2,2,10
158,1,3,2,10
158,2,1,3,1
158,2,2,3,2
158,2,3,3,2
158,2,1,4,5
158,2,2,4,6
158,2,3,4,5
158,2,1,5,8
158,2,2,5,8
158,2,3,5,8
159,1,1,1,9
159,1,2,1,NA
159,1,3,1,NA
159,1,1,2,10
159,1,2,2,NA
159,1,3,2,NA
159,2,1,3,NA
159,2,2,3,NA
159,2,3,3,NA
159,2,1,4,NA
159,2,2,4,NA
159,2,3,4,NA
159,2,1,5,NA
159,2,2,5,NA
159,2,3,5,NA
160,1,1,1,8
160,1,2,1,9
160,1,3,1,6
160,1,1,2,10
160,1,2,2,10
160,1,3,2,10
160,2,1,3,2
160,2,2,3,3
160,2,3,3,4
160,2,1,4,4
160,2,2,4,6
160,2,3,4,6
160,2,1,5,6
160,2,2,5,9
160,2,3,5,10
161,1,1,1,5
161,1,2,1,9
161,1,3,1,6
161,1,1,2,10
161,1,2,2,10
161,1,3,2,10
161,2,1,3,2
161,2,2,3,3
161,2,3,3,2
161,2,1,4,7
161,2,2,4,5
161,2,3,4,6
161,2,1,5,8
161,2,2,5,8
161,2,3,5,9
162,1,1,1,10
162,1,2,1,7
162,1,3,1,6
162,1,1,2,10
162,1,2,2,10
162,1,3,2,10
162,2,1,3,3
162,2,2,3,2
162,2,3,3,3
162,2,1,4,5
162,2,2,4,3
162,2,3,4,4
162,2,1,5,7
162,2,2,5,5
162,2,3,5,8
163,1,1,1,5
163,1,2,1,8
163,1,3,1,9
163,1,1,2,10
163,1,2,2,10
163,1,3,2,10
163,2,1,3,2
163,2,2,3,2
163,2,3,3,2
163,2,1,4,7
163,2,2,4,5
163,2,3,4,5
163,2,1,5,8
163,2,2,5,NA
163,2,3,5,8
164,1,1,1,8
164,1,2,1,9
164,1,3,1,8
164,1,1,2,10
164,1,2,2,10
164,1,3,2,10
164,2,1,3,3
164,2,2,3,2
164,2,3,3,3
164,2,1,4,8
164,2,2,4,5
164,2,3,4,5
164,2,1,5,9
164,2,2,5,7
164,2,3,5,8
165,1,1,1,8
165,1,2,1,10
165,1,3,1,8
165,1,1,2,10
165,1,2,2,10
165,1,3,2,10
165,2,1,3,4
165,2,2,3,3
165,2,3,3,5
165,2,1,4,8
165,2,2,4,4
165,2,3,4,7
165,2,1,5,10
165,2,2,5,7
165,2,3,5,9
166,1,1,1,10
166,1,2,1,7
166,1,3,1,5
166,1,1,2,10
166,1,2,2,10
166,1,3,2,10
166,2,1,3,2
166,2,2,3,2
166,2,3,3,3
166,2,1,4,4
166,2,2,4,4
166,2,3,4,4
166,2,1,5,9
166,2,2,5,7
166,2,3,5,6
167,1,1,1,7
167,1,2,1,6
167,1,3,1,8
167,1,1,2,10
167,1,2,2,8
167,1,3,2,10
167,2,1,3,3
167,2,2,3,4
167,2,3,3,3
167,2,1,4,5
167,2,2,4,4
167,2,3,4,4
167,2,1,5,6
167,2,2,5,7
167,2,3,5,7
168,1,1,1,7
168,1,2,1,8
168,1,3,1,6
168,1,1,2,10
168,1,2,2,10
168,1,3,2,NA
168,2,1,3,3
168,2,2,3,3
168,2,3,3,4
168,2,1,4,5
168,2,2,4,5
168,2,3,4,6
168,2,1,5,10
168,2,2,5,8
168,2,3,5,9
169,1,1,1,8
169,1,2,1,7
169,1,3,1,3
169,1,1,2,10
169,1,2,2,10
169,1,3,2,10
169,2,1,3,2
169,2,2,3,3
169,2,3,3,2
169,2,1,4,5
169,2,2,4,10
169,2,3,4,4
169,2,1,5,5
169,2,2,5,9
169,2,3,5,8
170,1,1,1,7
170,1,2,1,6
170,1,3,1,9
170,1,1,2,10
170,1,2,2,9
170,1,3,2,10
170,2,1,3,1
170,2,2,3,1
170,2,3,3,1
170,2,1,4,5
170,2,2,4,4
170,2,3,4,4
170,2,1,5,8
170,2,2,5,7
170,2,3,5,5
171,1,1,1,9
171,1,2,1,6
171,1,3,1,10
171,1,1,2,10
171,1,2,2,10
171,1,3,2,10
171,2,1,3,4
171,2,2,3,3
171,2,3,3,1
171,2,1,4,8
171,2,2,4,7
171,2,3,4,4
171,2,1,5,10
171,2,2,5,9
171,2,3,5,7
172,1,1,1,9
172,1,2,1,8
172,1,3,1,8
172,1,1,2,10
172,1,2,2,9
172,1,3,2,10
172,2,1,3,3
172,2,2,3,3
172,2,3,3,2
172,2,1,4,4
172,2,2,4,5
172,2,3,4,6
172,2,1,5,7
172,2,2,5,8
172,2,3,5,7
173,1,1,1,5
173,1,2,1,9
173,1,3,1,8
173,1,1,2,10
173,1,2,2,10
173,1,3,2,10
173,2,1,3,3
173,2,2,3,3
173,2,3,3,2
173,2,1,4,7
173,2,2,4,5
173,2,3,4,4
173,2,1,5,9
173,2,2,5,7
173,2,3,5,7
174,1,1,1,6
174,1,2,1,9
174,1,3,1,8
174,1,1,2,10
174,1,2,2,10
174,1,3,2,10
174,2,1,3,2
174,2,2,3,3
174,2,3,3,3
174,2,1,4,6
174,2,2,4,6
174,2,3,4,6
174,2,1,5,7
174,2,2,5,9
174,2,3,5,8
175,1,1,1,7
175,1,2,1,7
175,1,3,1,6
175,1,1,2,10
175,1,2,2,10
175,1,3,2,10
175,2,1,3,3
175,2,2,3,2
175,2,3,3,4
175,2,1,4,6
175,2,2,4,5
175,2,3,4,7
175,2,1,5,9
175,2,2,5,8
175,2,3,5,10
176,1,1,1,10
176,1,2,1,7
176,1,3,1,8
176,1,1,2,10
176,1,2,2,10
176,1,3,2,10
176,2,1,3,3
176,2,2,3,3
176,2,3,3,2
176,2,1,4,5
176,2,2,4,6
176,2,3,4,5
176,2,1,5,7
176,2,2,5,8
176,2,3,5,9
177,1,1,1,9
177,1,2,1,10
177,1,3,1,4
177,1,1,2,10
177,1,2,2,10
177,1,3,2,9
177,2,1,3,3
177,2,2,3,3
177,2,3,3,2
177,2,1,4,5
177,2,2,4,5
177,2,3,4,5
177,2,1,5,8
177,2,2,5,9
177,2,3,5,6
178,1,1,1,6
178,1,2,1,8
178,1,3,1,8
178,1,1,2,10
178,1,2,2,9
178,1,3,2,10
178,2,1,3,3
178,2,2,3,3
178,2,3,3,3
178,2,1,4,6
178,2,2,4,7
178,2,3,4,5
178,2,1,5,7
178,2,2,5,8
178,2,3,5,7
179,1,1,1,8
179,1,2,1,7
179,1,3,1,8
179,1,1,2,9
179,1,2,2,8
179,1,3,2,9
179,2,1,3,3
179,2,2,3,5
179,2,3,3,2
179,2,1,4,5
179,2,2,4,5
179,2,3,4,5
179,2,1,5,7
179,2,2,5,6
179,2,3,5,7
180,1,1,1,9
180,1,2,1,6
180,1,3,1,7
180,1,1,2,10
180,1,2,2,8
180,1,3,2,8
180,2,1,3,3
180,2,2,3,4
180,2,3,3,4
180,2,1,4,5
180,2,2,4,5
180,2,3,4,6
180,2,1,5,7
180,2,2,5,9
180,2,3,5,7
181,1,1,1,8
181,1,2,1,7
181,1,3,1,7
181,1,1,2,9
181,1,2,2,9
181,1,3,2,9
181,2,1,3,NA
181,2,2,3,2
181,2,3,3,3
181,2,1,4,7
181,2,2,4,5
181,2,3,4,5
181,2,1,5,8
181,2,2,5,7
181,2,3,5,6
182,1,1,1,6
182,1,2,1,7
182,1,3,1,6
182,1,1,2,10
182,1,2,2,9
182,1,3,2,10
182,2,1,3,2
182,2,2,3,4
182,2,3,3,4
182,2,1,4,4
182,2,2,4,6
182,2,3,4,4
182,2,1,5,7
182,2,2,5,10
182,2,3,5,7
183,1,1,1,6
183,1,2,1,9
183,1,3,1,7
183,1,1,2,10
183,1,2,2,10
183,1,3,2,8
183,2,1,3,4
183,2,2,3,2
183,2,3,3,3
183,2,1,4,5
183,2,2,4,4
183,2,3,4,6
183,2,1,5,7
183,2,2,5,5
183,2,3,5,7
184,1,1,1,7
184,1,2,1,NA
184,1,3,1,8
184,1,1,2,9
184,1,2,2,NA
184,1,3,2,10
184,2,1,3,4
184,2,2,3,4
184,2,3,3,2
184,2,1,4,6
184,2,2,4,4
184,2,3,4,5
184,2,1,5,9
184,2,2,5,7
184,2,3,5,10
185,1,1,1,8
185,1,2,1,7
185,1,3,1,6
185,1,1,2,10
185,1,2,2,10
185,1,3,2,8
185,2,1,3,3
185,2,2,3,3
185,2,3,3,2
185,2,1,4,7
185,2,2,4,5
185,2,3,4,5
